Bin	BinLow	BinHigh	MC_Total	Data	DYJets	TT	Nonprompt	Others	Stat_pct	SystUp_pct	SystDn_pct	TotalUp_pct	TotalDn_pct	Pileup_pct	ElectronID_pct	ElectronReco_pct	ElectronTrig_pct	MuonID_pct	MuonReco_pct	MuonTrig_pct	MuonIso_pct	JER_pct	JES_pct	DYJets_Stat_pct	DYJets_SystUp_pct	DYJets_SystDn_pct	DYJets_TotalUp_pct	DYJets_TotalDn_pct	DYJets_Pileup_pct	DYJets_ElectronID_pct	DYJets_ElectronReco_pct	DYJets_ElectronTrig_pct	DYJets_MuonID_pct	DYJets_MuonReco_pct	DYJets_MuonTrig_pct	DYJets_MuonIso_pct	DYJets_JER_pct	DYJets_JES_pct	TT_Stat_pct	TT_SystUp_pct	TT_SystDn_pct	TT_TotalUp_pct	TT_TotalDn_pct	TT_Pileup_pct	TT_ElectronID_pct	TT_ElectronReco_pct	TT_ElectronTrig_pct	TT_MuonID_pct	TT_MuonReco_pct	TT_MuonTrig_pct	TT_MuonIso_pct	TT_JER_pct	TT_JES_pct	Nonprompt_Stat_pct	Nonprompt_SystUp_pct	Nonprompt_SystDn_pct	Nonprompt_TotalUp_pct	Nonprompt_TotalDn_pct	Nonprompt_Pileup_pct	Nonprompt_ElectronID_pct	Nonprompt_ElectronReco_pct	Nonprompt_ElectronTrig_pct	Nonprompt_MuonID_pct	Nonprompt_MuonReco_pct	Nonprompt_MuonTrig_pct	Nonprompt_MuonIso_pct	Nonprompt_JER_pct	Nonprompt_JES_pct	Others_Stat_pct	Others_SystUp_pct	Others_SystDn_pct	Others_TotalUp_pct	Others_TotalDn_pct	Others_Pileup_pct	Others_ElectronID_pct	Others_ElectronReco_pct	Others_ElectronTrig_pct	Others_MuonID_pct	Others_MuonReco_pct	Others_MuonTrig_pct	Others_MuonIso_pct	Others_JER_pct	Others_JES_pct	WR4000N100EE	WR4000N2100EE
11	500.0000	550.0000	0.2701	0.0000	0.0000	0.0000	0.0231	0.2470	39.2689	6.1523	9.6448	39.7480	40.4360	7.2892	0.8578	5.7599	0.3686	0.0000	0.0000	0.0000	0.0000	0.0317	2.7927	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	47.3890	44.8974	110.6604	109.6165	46.9874	0.7960	6.0751	0.6048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	41.9135	5.8066	7.4526	42.3138	42.5709	3.8038	0.8636	5.7304	0.3465	0.0000	0.0000	0.0000	0.0000	0.0347	3.0544	0.0190	0.5254
12	550.0000	600.0000	0.1572	0.0000	0.0000	-0.0010	0.0707	0.0876	74.6283	2.2053	7.8144	74.6609	75.0363	7.5038	0.8212	1.8694	0.8256	0.0000	0.0000	0.0000	0.0000	0.0000	0.1133	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	5.9406	23.4011	100.1763	102.7016	23.3044	0.7960	1.8577	0.7071	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	68.0107	2.0260	8.4700	68.0409	68.5361	8.2272	0.7956	1.6937	0.7495	0.0000	0.0000	0.0000	0.0000	0.0000	0.2034	0.0144	0.5675
13	600.0000	650.0000	1.0139	0.0000	0.9924	0.0000	0.0000	0.0215	97.9440	18.3255	21.1381	99.6437	100.1991	19.3907	0.9013	8.3311	1.6735	0.0000	0.0000	0.0000	0.0000	0.0000	0.0911	100.0000	18.1773	21.2501	101.6387	102.2329	19.4268	0.9053	8.5253	1.7329	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	164.4784	29.3312	17.7833	167.0732	165.4370	28.9803	0.7170	0.6435	1.0720	0.0000	0.0000	0.0000	0.0000	0.0000	4.3009	0.0112	0.5973
14	650.0000	700.0000	0.0841	0.0000	0.0000	0.0299	0.0000	0.0542	47.6971	5.2536	5.9796	47.9855	48.0704	4.6763	0.8387	3.6567	0.5647	0.0000	0.0000	0.0000	0.0000	0.0000	0.2142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	88.7667	6.3209	3.6805	88.9915	88.8430	5.0801	0.9053	3.6099	0.5441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	55.4855	4.7573	8.3176	55.6890	56.1054	7.4228	0.8019	3.6825	0.5761	0.0000	0.0000	0.0000	0.0000	0.0000	0.3325	0.0069	0.6090
15	700.0000	750.0000	0.0792	0.0000	0.0000	0.0215	0.0000	0.0577	54.8504	21.4889	51.0905	58.9095	74.9587	20.2250	0.8018	7.1844	0.4096	0.0000	0.0000	0.0000	0.0000	0.0000	47.0479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	15.2280	13.1082	101.1528	100.8555	12.3131	0.7960	8.9039	0.6048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	65.4223	32.1176	71.5738	72.8808	96.9685	31.4230	0.8039	6.5434	0.3368	0.0000	0.0000	0.0000	0.0000	0.0000	64.5875	0.0060	0.6576
16	750.0000	800.0000	0.0822	0.0000	0.0000	0.0753	0.0000	0.0070	68.2038	6.7605	8.8819	68.5380	68.7797	6.1595	0.7981	6.5520	0.3216	0.0000	0.0000	0.0000	0.0000	0.0000	0.2614	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	74.4910	6.9878	10.0783	74.8180	75.1697	7.6873	0.7960	6.6853	0.3034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.6612	11.6154	6.7075	17.9317	15.2190	10.3863	0.8208	5.1089	0.5179	0.0000	0.0000	0.0000	0.0000	0.0000	3.0918	0.0040	0.6369
17	800.0000	850.0000	0.0049	0.0000	0.0000	0.0000	0.0000	0.0049	17.0259	4.8539	5.9530	17.7042	18.0366	3.6724	0.8172	4.7020	0.5806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.0259	4.8539	5.9530	17.7042	18.0366	3.6724	0.8172	4.7020	0.5806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0045	0.6847
18	850.0000	900.0000	0.0301	0.0000	0.0000	0.0011	0.0000	0.0290	84.6839	19.1237	18.8750	86.8164	86.7619	18.9578	0.7975	2.3447	0.4260	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	150.2351	65.2708	180.4732	119.4164	150.1089	0.7960	6.0751	0.6048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	87.8300	14.1588	17.1090	88.9639	89.4808	16.9471	0.7976	2.2025	0.4192	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0019	0.6677
19	900.0000	950.0000	0.0030	0.0000	0.0000	0.0000	0.0000	0.0030	22.7259	5.4644	7.6362	23.3737	23.9746	5.6849	0.8367	5.1248	0.6085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.7259	5.4644	7.6362	23.3737	23.9746	5.6849	0.8367	5.1248	0.6085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.6651
20	950.0000	1000.0000	0.0091	0.0000	0.0000	0.0000	0.0000	0.0091	21.2899	6.0294	4.0641	22.1272	21.6744	4.1522	0.8123	3.9906	0.5695	0.0000	0.0000	0.0000	0.0000	1.4847	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.2899	6.0294	4.0641	22.1272	21.6744	4.1522	0.8123	3.9906	0.5695	0.0000	0.0000	0.0000	0.0000	1.4847	0.0000	0.0189	8.3149
